DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,CURRENCY: Currency,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.4327 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,19,PERCENT: percent,,,National authorities,Converted 0.4289 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.3905 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,18,PERCENT: percent,,,National authorities,Converted 0.3899 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,21,PERCENT: percent,,,National authorities,Converted 0.3915 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,24,PERCENT: percent,,,National authorities,Converted 0.3865 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,25,PERCENT: percent,,,National authorities,Converted 0.3775 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,WS: Samoa,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,3,PERCENT: percent,,,National authorities,Converted 0.3752 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,464,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,466,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,454,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,621,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,775,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,771,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,891,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1161,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1261,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1227,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,975,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,971,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1256,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1439,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1377,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,TO: Tonga,EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,1756,TOP_POP: Pa’anga per person,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FM: Micronesia (Federated States of),EARN2VIS: Gross tourism earnings per visitor,DOM: Domestic currency,,USD_POP: USD per person,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,19,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,18,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,19,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,20,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,24,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,22,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,22,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,21,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,16,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,18,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,17,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FJ: Fiji,EARN2GDP: Gross tourism earnings as percentage of GDP,DOM: Domestic currency,3,PERCENT: percent,,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,FM: Micronesia (Federated States of),EARN: Gross tourism earnings,DOM: Domestic currency,,USD: USD,3: thousands,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,5,PERCENT: percent,,,National authorities,Converted 0.5147 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,5,PERCENT: percent,,,National authorities,Converted 0.4936 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,4,PERCENT: percent,,,National authorities,Converted 0.5074 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,6,PERCENT: percent,,,National authorities,Converted 0.5148 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,9,PERCENT: percent,,,National authorities,Converted 0.4915 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,7,PERCENT: percent,,,National authorities,Converted 0.5247 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,8,PERCENT: percent,,,National authorities,Converted 0.5784 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,8,PERCENT: percent,,,National authorities,Converted 0.5816 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,10,PERCENT: percent,,,National authorities,Converted 0.5638 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,10,PERCENT: percent,,,National authorities,Converted 0.5415 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,8,PERCENT: percent,,,National authorities,Converted 0.4749 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,9,PERCENT: percent,,,National authorities,Converted 0.4513 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,11,PERCENT: percent,,,National authorities,Converted 0.4533 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,10,PERCENT: percent,,,National authorities,Converted 0.4471 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,11,PERCENT: percent,,,National authorities,Converted 0.4368 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,TO: Tonga,EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,10,PERCENT: percent,,,National authorities,Converted 0.4349 TOP/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,210186,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,235593,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,260430,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,282023,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,320864,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,326922,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,302091,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,324691,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,319213,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,342715,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,363847,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,384099,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,442376,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,522275,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,547641,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,WS: Samoa,EARN: Gross tourism earnings,DOM: Domestic currency,62998,WST: Tala,3: thousands,,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,762,USD_POP: USD per person,,,National authorities,Converted 0.369 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,731,USD_POP: USD per person,,,National authorities,Converted 0.3598 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,813,USD_POP: USD per person,,,National authorities,Converted 0.3822 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,873,USD_POP: USD per person,,,National authorities,Converted 0.3782 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,909,USD_POP: USD per person,,,National authorities,Converted 0.3662 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1016,USD_POP: USD per person,,,National authorities,Converted 0.4025 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1022,USD_POP: USD per person,,,National authorities,Converted 0.4315 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1051,USD_POP: USD per person,,,National authorities,Converted 0.4362 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1108,USD_POP: USD per person,,,National authorities,Converted 0.4327 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1115,USD_POP: USD per person,,,National authorities,Converted 0.4289 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1022,USD_POP: USD per person,,,National authorities,Converted 0.3905 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1025,USD_POP: USD per person,,,National authorities,Converted 0.3899 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1100,USD_POP: USD per person,,,National authorities,Converted 0.3915 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1170,USD_POP: USD per person,,,National authorities,Converted 0.3865 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2019,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1226,USD_POP: USD per person,,,National authorities,Converted 0.3775 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2020,WS: Samoa,EARN2VIS: Gross tourism earnings per visitor,USD: US Dollar,1091,USD_POP: USD per person,,,National authorities,Converted 0.3752 WST/USD
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2005,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2006,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2007,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2008,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2009,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2010,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2011,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2012,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2013,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2014,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2015,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2016,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2017,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
SPC:DF_TOURISM_EARNINGS(1.0),A: Annual,2018,FM: Micronesia (Federated States of),EARN2GDP: Gross tourism earnings as percentage of GDP,USD: US Dollar,,PERCENT: percent,,NA: Data not available,National authorities,
